cices_code	mesh_es	sdg_goal	sdg_target	goal_name	target_description	link_strength	link_all	link_experts
2.3.6.1	Carbon Storage	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	0.5	UN	PO
2.3.6.1	Carbon Storage	12	12.5	Responsible Consumption	Substantially reduce waste generation	0.5	PO	UN
2.3.6.1	Carbon Storage	13	13.1	Climate Action	Strengthen resilience to climate-related hazards	1.0	PO	PO
2.3.6.1	Carbon Storage	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	UN	PO
2.3.6.1	Carbon Storage	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	UN	PO
2.3.6.1	Carbon Storage	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	0.5	UN	PO
2.3.6.1	Carbon Storage	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	1.0	PO	PO
2.3.6.1	Carbon Storage	15	15.2	Life on Land	Promote sustainable management of forests	1.0	PO	PO
2.3.6.1	Carbon Storage	15	15.3	Life on Land	Combat desertification and restore degraded land	1.0	PO	PO
2.3.6.1	Carbon Storage	15	15.4	Life on Land	Ensure conservation of mountain ecosystems	0.5	PO	UN
2.3.6.1	Carbon Storage	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	0.5	PO	UN
2.3.6.1	Carbon Storage	2	2.1	Zero Hunger	End hunger and ensure access to safe food	0.5	PO	UN
2.3.6.1	Carbon Storage	2	2.2	Zero Hunger	End all forms of malnutrition	0.5	PO	UN
2.3.6.1	Carbon Storage	2	2.3	Zero Hunger	Double agricultural productivity of small-scale food producers	0.5	PO	UN
2.3.6.1	Carbon Storage	2	2.4	Zero Hunger	Ensure sustainable food production systems	1.0	PO	PO
2.3.6.1	Carbon Storage	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
2.3.6.1	Carbon Storage	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
2.3.6.1	Carbon Storage	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
2.3.6.1	Carbon Storage	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
2.3.6.1	Carbon Storage	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
2.3.6.1	Carbon Storage	7	7.1	Affordable Energy	Ensure universal access to affordable energy	1.0	PO	PO
2.3.6.1	Carbon Storage	7	7.2	Affordable Energy	Increase share of renewable energy	1.0	PO	PO
2.3.6.1	Carbon Storage	9	9.1	Industry Innovation	Develop quality infrastructure	1.0	PO	PO
2.3.6.1	Carbon Storage	9	9.4	Industry Innovation	Upgrade infrastructure for sustainability	1.0	PO	PO
2.3.6.2	Air Quality	11	11.6	Sustainable Cities	Reduce environmental impact of cities	1.0	PO	PO
2.3.6.2	Air Quality	13	13.1	Climate Action	Strengthen resilience to climate-related hazards	1.0	PO	PO
2.3.6.2	Air Quality	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
2.3.6.2	Air Quality	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
2.3.6.2	Air Quality	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
2.3.6.2	Air Quality	7	7.1	Affordable Energy	Ensure universal access to affordable energy	0.5	PO	UN
2.3.6.2	Air Quality	9	9.1	Industry Innovation	Develop quality infrastructure	0.5	PO	UN
2.3.6.2	Air Quality	9	9.4	Industry Innovation	Upgrade infrastructure for sustainability	0.5	PO	UN
3.1.1.1	Recreation & Tourism	1	1.1	No Poverty	Eradicate extreme poverty	0.5	UN	PO
3.1.1.1	Recreation & Tourism	1	1.2	No Poverty	Reduce poverty by at least 50%	0.5	UN	PO
3.1.1.1	Recreation & Tourism	1	1.5	No Poverty	Build resilience of the poor to climate-related events	0.5	UN	PO
3.1.1.1	Recreation & Tourism	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.1.1.1	Recreation & Tourism	13	13.1	Climate Action	Strengthen resilience to climate-related hazards	0.5	UN	PO
3.1.1.1	Recreation & Tourism	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	UN	PO
3.1.1.1	Recreation & Tourism	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	UN	PO
3.1.1.1	Recreation & Tourism	14	14.4	Life Below Water	Regulate harvesting and end overfishing	0.5	UN	PO
3.1.1.1	Recreation & Tourism	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	0.5	UN	PO
3.1.1.1	Recreation & Tourism	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	1.0	PO	PO
3.1.1.1	Recreation & Tourism	15	15.2	Life on Land	Promote sustainable management of forests	1.0	PO	PO
3.1.1.1	Recreation & Tourism	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.1.1.1	Recreation & Tourism	15	15.4	Life on Land	Ensure conservation of mountain ecosystems	1.0	PO	PO
3.1.1.1	Recreation & Tourism	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.1.1.1	Recreation & Tourism	2	2.1	Zero Hunger	End hunger and ensure access to safe food	0.5	PO	UN
3.1.1.1	Recreation & Tourism	2	2.3	Zero Hunger	Double agricultural productivity of small-scale food producers	0.5	PO	UN
3.1.1.1	Recreation & Tourism	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	PO	UN
3.1.1.1	Recreation & Tourism	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.1.1.1	Recreation & Tourism	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.1.1.1	Recreation & Tourism	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.1.1.1	Recreation & Tourism	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.1.1.2	Recreation & Tourism	1	1.1	No Poverty	Eradicate extreme poverty	0.5	UN	PO
3.1.1.2	Recreation & Tourism	1	1.2	No Poverty	Reduce poverty by at least 50%	0.5	UN	PO
3.1.1.2	Recreation & Tourism	1	1.5	No Poverty	Build resilience of the poor to climate-related events	0.5	UN	PO
3.1.1.2	Recreation & Tourism	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.1.1.2	Recreation & Tourism	13	13.1	Climate Action	Strengthen resilience to climate-related hazards	0.5	UN	PO
3.1.1.2	Recreation & Tourism	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	UN	PO
3.1.1.2	Recreation & Tourism	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	UN	PO
3.1.1.2	Recreation & Tourism	14	14.4	Life Below Water	Regulate harvesting and end overfishing	0.5	UN	PO
3.1.1.2	Recreation & Tourism	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	0.5	UN	PO
3.1.1.2	Recreation & Tourism	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	1.0	PO	PO
3.1.1.2	Recreation & Tourism	15	15.2	Life on Land	Promote sustainable management of forests	1.0	PO	PO
3.1.1.2	Recreation & Tourism	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.1.1.2	Recreation & Tourism	15	15.4	Life on Land	Ensure conservation of mountain ecosystems	1.0	PO	PO
3.1.1.2	Recreation & Tourism	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.1.1.2	Recreation & Tourism	2	2.1	Zero Hunger	End hunger and ensure access to safe food	0.5	PO	UN
3.1.1.2	Recreation & Tourism	2	2.3	Zero Hunger	Double agricultural productivity of small-scale food producers	0.5	PO	UN
3.1.1.2	Recreation & Tourism	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	PO	UN
3.1.1.2	Recreation & Tourism	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.1.1.2	Recreation & Tourism	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.1.1.2	Recreation & Tourism	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.1.1.2	Recreation & Tourism	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.1.2.1	Recreation & Tourism	1	1.1	No Poverty	Eradicate extreme poverty	0.5	UN	PO
3.1.2.1	Recreation & Tourism	1	1.2	No Poverty	Reduce poverty by at least 50%	0.5	UN	PO
3.1.2.1	Recreation & Tourism	1	1.5	No Poverty	Build resilience of the poor to climate-related events	0.5	UN	PO
3.1.2.1	Recreation & Tourism	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.1.2.1	Recreation & Tourism	13	13.1	Climate Action	Strengthen resilience to climate-related hazards	0.5	UN	PO
3.1.2.1	Recreation & Tourism	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	UN	PO
3.1.2.1	Recreation & Tourism	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	UN	PO
3.1.2.1	Recreation & Tourism	14	14.4	Life Below Water	Regulate harvesting and end overfishing	0.5	UN	PO
3.1.2.1	Recreation & Tourism	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	0.5	UN	PO
3.1.2.1	Recreation & Tourism	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	1.0	PO	PO
3.1.2.1	Recreation & Tourism	15	15.2	Life on Land	Promote sustainable management of forests	1.0	PO	PO
3.1.2.1	Recreation & Tourism	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.1.2.1	Recreation & Tourism	15	15.4	Life on Land	Ensure conservation of mountain ecosystems	1.0	PO	PO
3.1.2.1	Recreation & Tourism	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.1.2.1	Recreation & Tourism	2	2.1	Zero Hunger	End hunger and ensure access to safe food	0.5	PO	UN
3.1.2.1	Recreation & Tourism	2	2.3	Zero Hunger	Double agricultural productivity of small-scale food producers	0.5	PO	UN
3.1.2.1	Recreation & Tourism	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	PO	UN
3.1.2.1	Recreation & Tourism	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.1.2.1	Recreation & Tourism	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.1.2.1	Recreation & Tourism	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.1.2.1	Recreation & Tourism	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	11	11.6	Sustainable Cities	Reduce environmental impact of cities	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	11	11.7	Sustainable Cities	Provide access to green and public spaces	0.5	UN	PO
3.2.1.1	Cultural & Spiritual	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	1.0	PO	PO
3.2.1.1	Cultural & Spiritual	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.2.1.1	Cultural & Spiritual	12	12.4	Responsible Consumption	Achieve environmentally sound management of chemicals	0.5	UN	PO
3.2.1.1	Cultural & Spiritual	14	14.1	Life Below Water	Prevent and reduce marine pollution	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	1.0	PO	PO
3.2.1.1	Cultural & Spiritual	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.2.1.1	Cultural & Spiritual	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	UN	PO
3.2.1.1	Cultural & Spiritual	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.2.1.1	Cultural & Spiritual	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	11	11.6	Sustainable Cities	Reduce environmental impact of cities	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	11	11.7	Sustainable Cities	Provide access to green and public spaces	0.5	UN	PO
3.2.1.2	Cultural & Spiritual	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	1.0	PO	PO
3.2.1.2	Cultural & Spiritual	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.2.1.2	Cultural & Spiritual	12	12.4	Responsible Consumption	Achieve environmentally sound management of chemicals	0.5	UN	PO
3.2.1.2	Cultural & Spiritual	14	14.1	Life Below Water	Prevent and reduce marine pollution	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	1.0	PO	PO
3.2.1.2	Cultural & Spiritual	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.2.1.2	Cultural & Spiritual	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	UN	PO
3.2.1.2	Cultural & Spiritual	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.2.1.2	Cultural & Spiritual	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	11	11.6	Sustainable Cities	Reduce environmental impact of cities	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	11	11.7	Sustainable Cities	Provide access to green and public spaces	0.5	UN	PO
3.2.1.3	Cultural & Spiritual	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	1.0	PO	PO
3.2.1.3	Cultural & Spiritual	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.2.1.3	Cultural & Spiritual	12	12.4	Responsible Consumption	Achieve environmentally sound management of chemicals	0.5	UN	PO
3.2.1.3	Cultural & Spiritual	14	14.1	Life Below Water	Prevent and reduce marine pollution	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	1.0	PO	PO
3.2.1.3	Cultural & Spiritual	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.2.1.3	Cultural & Spiritual	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	UN	PO
3.2.1.3	Cultural & Spiritual	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.2.1.3	Cultural & Spiritual	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	11	11.6	Sustainable Cities	Reduce environmental impact of cities	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	11	11.7	Sustainable Cities	Provide access to green and public spaces	0.5	UN	PO
3.2.1.4	Cultural & Spiritual	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	1.0	PO	PO
3.2.1.4	Cultural & Spiritual	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.2.1.4	Cultural & Spiritual	12	12.4	Responsible Consumption	Achieve environmentally sound management of chemicals	0.5	UN	PO
3.2.1.4	Cultural & Spiritual	14	14.1	Life Below Water	Prevent and reduce marine pollution	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	1.0	PO	PO
3.2.1.4	Cultural & Spiritual	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.2.1.4	Cultural & Spiritual	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	UN	PO
3.2.1.4	Cultural & Spiritual	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.2.1.4	Cultural & Spiritual	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	11	11.6	Sustainable Cities	Reduce environmental impact of cities	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	11	11.7	Sustainable Cities	Provide access to green and public spaces	0.5	UN	PO
3.2.2.1	Cultural & Spiritual	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	1.0	PO	PO
3.2.2.1	Cultural & Spiritual	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.2.2.1	Cultural & Spiritual	12	12.4	Responsible Consumption	Achieve environmentally sound management of chemicals	0.5	UN	PO
3.2.2.1	Cultural & Spiritual	14	14.1	Life Below Water	Prevent and reduce marine pollution	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	1.0	PO	PO
3.2.2.1	Cultural & Spiritual	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.2.2.1	Cultural & Spiritual	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	UN	PO
3.2.2.1	Cultural & Spiritual	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.2.2.1	Cultural & Spiritual	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	11	11.6	Sustainable Cities	Reduce environmental impact of cities	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	11	11.7	Sustainable Cities	Provide access to green and public spaces	0.5	UN	PO
3.2.2.2	Cultural & Spiritual	11	11.A	Sustainable Cities	Support positive links between urban and rural areas	1.0	PO	PO
3.2.2.2	Cultural & Spiritual	12	12.2	Responsible Consumption	Achieve sustainable management of natural resources	0.5	UN	PO
3.2.2.2	Cultural & Spiritual	12	12.4	Responsible Consumption	Achieve environmentally sound management of chemicals	0.5	UN	PO
3.2.2.2	Cultural & Spiritual	14	14.1	Life Below Water	Prevent and reduce marine pollution	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	14	14.2	Life Below Water	Sustainably manage and protect marine ecosystems	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	14	14.3	Life Below Water	Minimize and address ocean acidification	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	14	14.7	Life Below Water	Increase economic benefits from sustainable use of marine resources	1.0	PO	PO
3.2.2.2	Cultural & Spiritual	15	15.1	Life on Land	Ensure conservation of terrestrial and freshwater ecosystems	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	15	15.3	Life on Land	Combat desertification and restore degraded land	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	15	15.5	Life on Land	Reduce degradation of natural habitats and halt biodiversity loss	1.0	PO	PO
3.2.2.2	Cultural & Spiritual	2	2.4	Zero Hunger	Ensure sustainable food production systems	0.5	UN	PO
3.2.2.2	Cultural & Spiritual	3	3.3	Good Health	End epidemics of communicable diseases	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	3	3.4	Good Health	Reduce premature mortality from non-communicable diseases	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	3	3.9	Good Health	Reduce deaths from hazardous chemicals and pollution	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	6	6.1	Clean Water	Achieve universal access to safe drinking water	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	6	6.3	Clean Water	Improve water quality by reducing pollution	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	6	6.4	Clean Water	Increase water-use efficiency	0.5	PO	UN
3.2.2.2	Cultural & Spiritual	6	6.6	Clean Water	Protect and restore water-related ecosystems	0.5	PO	UN
